SOIL_LANDSCAPE_ID,ERI_WIND_1981_VAL,ERI_WIND_1981_CLASS,ERI_WIND_1981_CLASS_EN,ERI_WIND_1981_CLASS_FR,ERI_WIND_1986_VAL,ERI_WIND_1986_CLASS,ERI_WIND_1986_CLASS_EN,ERI_WIND_1986_CLASS_FR,ERI_WIND_1991_VAL,ERI_WIND_1991_CLASS,ERI_WIND_1991_CLASS_EN,ERI_WIND_1991_CLASS_FR,ERI_WIND_1996_VAL,ERI_WIND_1996_CLASS,ERI_WIND_1996_CLASS_EN,ERI_WIND_1996_CLASS_FR,ERI_WIND_2001_VAL,ERI_WIND_2001_CLASS,ERI_WIND_2001_CLASS_EN,ERI_WIND_2001_CLASS_FR,ERI_WIND_2006_VAL,ERI_WIND_2006_CLASS,ERI_WIND_2006_CLASS_EN,ERI_WIND_2006_CLASS_FR,ERI_WIND_2011_VAL,ERI_WIND_2011_CLASS,ERI_WIND_2011_CLASS_EN,ERI_WIND_2011_CLASS_FR,ERI_WIND_2016_VAL,ERI_WIND_2016_CLASS,ERI_WIND_2016_CLASS_EN,ERI_WIND_2016_CLASS_FR,ERI_WIND_2021_VAL,ERI_WIND_2021_CLASS,ERI_WIND_2021_CLASS_EN,ERI_WIND_2021_CLASS_FR,ERI_WIND_81_21_CHG_VAL,ERI_WIND_81_21_CHG_CLASS,ERI_WIND_81_21_CHG_CLASS_EN,ERI_WIND_81_21_CHG_CLASS_FR
728004,3.274,1,Very Low,Très faible,3.899,1,Very Low,Très faible,3.843,1,Very Low,Très faible,2.649,1,Very Low,Très faible,1.124,1,Very Low,Très faible,0.964,1,Very Low,Très faible,0.53,1,Very Low,Très faible,0.672,1,Very Low,Très faible,0.816,1,Very Low,Très faible,-2.458,-1,Decrease,Diminuation
728005,1.683,1,Very Low,Très faible,1.968,1,Very Low,Très faible,2.171,1,Very Low,Très faible,1.418,1,Very Low,Très faible,0.69,1,Very Low,Très faible,0.508,1,Very Low,Très faible,0.364,1,Very Low,Très faible,0.358,1,Very Low,Très faible,0.445,1,Very Low,Très faible,-1.238,-1,Decrease,Diminuation
728006,2.629,1,Very Low,Très faible,3.085,1,Very Low,Très faible,3.321,1,Very Low,Très faible,2.13,1,Very Low,Très faible,1.13,1,Very Low,Très faible,0.808,1,Very Low,Très faible,0.449,1,Very Low,Très faible,0.533,1,Very Low,Très faible,0.697,1,Very Low,Très faible,-1.932,-1,Decrease,Diminuation
729001,4.123,1,Very Low,Très faible,4.754,1,Very Low,Très faible,4.539,1,Very Low,Très faible,2.343,1,Very Low,Très faible,1.722,1,Very Low,Très faible,1.105,1,Very Low,Très faible,0.973,1,Very Low,Très faible,0.906,1,Very Low,Très faible,0.887,1,Very Low,Très faible,-3.236,-1,Decrease,Diminuation
729002,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
729003,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
729004,2.134,1,Very Low,Très faible,2.285,1,Very Low,Très faible,2.217,1,Very Low,Très faible,1.149,1,Very Low,Très faible,0.772,1,Very Low,Très faible,0.764,1,Very Low,Très faible,0.405,1,Very Low,Très faible,0.556,1,Very Low,Très faible,0.47,1,Very Low,Très faible,-1.664,-1,Decrease,Diminuation
729005,3.519,1,Very Low,Très faible,3.855,1,Very Low,Très faible,3.984,1,Very Low,Très faible,1.787,1,Very Low,Très faible,0.885,1,Very Low,Très faible,0.55,1,Very Low,Très faible,0.416,1,Very Low,Très faible,0.573,1,Very Low,Très faible,0.494,1,Very Low,Très faible,-3.025,-1,Decrease,Diminuation
729006,1.251,1,Very Low,Très faible,1.255,1,Very Low,Très faible,1.223,1,Very Low,Très faible,0.685,1,Very Low,Très faible,0.517,1,Very Low,Très faible,0.434,1,Very Low,Très faible,0.274,1,Very Low,Très faible,0.251,1,Very Low,Très faible,0.222,1,Very Low,Très faible,-1.029,-1,Decrease,Diminuation
729007,3.225,1,Very Low,Très faible,3.145,1,Very Low,Très faible,3.156,1,Very Low,Très faible,1.554,1,Very Low,Très faible,1.142,1,Very Low,Très faible,0.713,1,Very Low,Très faible,0.602,1,Very Low,Très faible,0.688,1,Very Low,Très faible,0.614,1,Very Low,Très faible,-2.611,-1,Decrease,Diminuation
729008,2.731,1,Very Low,Très faible,2.697,1,Very Low,Très faible,2.703,1,Very Low,Très faible,1.562,1,Very Low,Très faible,1.192,1,Very Low,Très faible,0.842,1,Very Low,Très faible,0.661,1,Very Low,Très faible,0.8,1,Very Low,Très faible,0.649,1,Very Low,Très faible,-2.082,-1,Decrease,Diminuation
729009,1.212,1,Very Low,Très faible,1.173,1,Very Low,Très faible,1.202,1,Very Low,Très faible,0.67,1,Very Low,Très faible,0.503,1,Very Low,Très faible,0.289,1,Very Low,Très faible,0.239,1,Very Low,Très faible,0.227,1,Very Low,Très faible,0.211,1,Very Low,Très faible,-1.001,-1,Decrease,Diminuation
729010,3.113,1,Very Low,Très faible,2.992,1,Very Low,Très faible,3.158,1,Very Low,Très faible,1.577,1,Very Low,Très faible,1.249,1,Very Low,Très faible,0.731,1,Very Low,Très faible,0.557,1,Very Low,Très faible,0.744,1,Very Low,Très faible,0.719,1,Very Low,Très faible,-2.394,-1,Decrease,Diminuation
729011,1.906,1,Very Low,Très faible,2.056,1,Very Low,Très faible,2.015,1,Very Low,Très faible,1.128,1,Very Low,Très faible,0.863,1,Very Low,Très faible,0.716,1,Very Low,Très faible,0.355,1,Very Low,Très faible,0.408,1,Very Low,Très faible,0.378,1,Very Low,Très faible,-1.528,-1,Decrease,Diminuation
729012,2.912,1,Very Low,Très faible,3.217,1,Very Low,Très faible,3.357,1,Very Low,Très faible,1.729,1,Very Low,Très faible,1.311,1,Very Low,Très faible,1.131,1,Very Low,Très faible,0.976,1,Very Low,Très faible,0.668,1,Very Low,Très faible,0.648,1,Very Low,Très faible,-2.264,-1,Decrease,Diminuation
729013,0.93,1,Very Low,Très faible,1.007,1,Very Low,Très faible,0.983,1,Very Low,Très faible,0.528,1,Very Low,Très faible,0.432,1,Very Low,Très faible,0.249,1,Very Low,Très faible,0.201,1,Very Low,Très faible,0.23,1,Very Low,Très faible,0.225,1,Very Low,Très faible,-0.705,0,Little or no change,Peu ou pas de changement
729014,1.206,1,Very Low,Très faible,1.262,1,Very Low,Très faible,1.234,1,Very Low,Très faible,0.694,1,Very Low,Très faible,0.575,1,Very Low,Très faible,0.337,1,Very Low,Très faible,0.28,1,Very Low,Très faible,0.335,1,Very Low,Très faible,0.332,1,Very Low,Très faible,-0.874,0,Little or no change,Peu ou pas de changement
729015,0.841,1,Very Low,Très faible,0.809,1,Very Low,Très faible,0.88,1,Very Low,Très faible,0.487,1,Very Low,Très faible,0.393,1,Very Low,Très faible,0.228,1,Very Low,Très faible,0.176,1,Very Low,Très faible,0.224,1,Very Low,Très faible,0.215,1,Very Low,Très faible,-0.626,0,Little or no change,Peu ou pas de changement
729016,1.484,1,Very Low,Très faible,1.617,1,Very Low,Très faible,1.506,1,Very Low,Très faible,0.826,1,Very Low,Très faible,0.651,1,Very Low,Très faible,0.581,1,Very Low,Très faible,0.568,1,Very Low,Très faible,0.359,1,Very Low,Très faible,0.353,1,Very Low,Très faible,-1.131,-1,Decrease,Diminuation
729017,1.086,1,Very Low,Très faible,1.109,1,Very Low,Très faible,1.138,1,Very Low,Très faible,0.699,1,Very Low,Très faible,0.557,1,Very Low,Très faible,0.306,1,Very Low,Très faible,0.323,1,Very Low,Très faible,0.366,1,Very Low,Très faible,0.363,1,Very Low,Très faible,-0.723,0,Little or no change,Peu ou pas de changement
729018,1.155,1,Very Low,Très faible,1.328,1,Very Low,Très faible,1.379,1,Very Low,Très faible,0.851,1,Very Low,Très faible,0.632,1,Very Low,Très faible,0.445,1,Very Low,Très faible,0.392,1,Very Low,Très faible,0.497,1,Very Low,Très faible,0.461,1,Very Low,Très faible,-0.694,0,Little or no change,Peu ou pas de changement
729019,3.576,1,Very Low,Très faible,3.711,1,Very Low,Très faible,3.717,1,Very Low,Très faible,2.316,1,Very Low,Très faible,1.808,1,Very Low,Très faible,1.259,1,Very Low,Très faible,1.074,1,Very Low,Très faible,1.511,1,Very Low,Très faible,1.475,1,Very Low,Très faible,-2.101,-1,Decrease,Diminuation
729020,1.289,1,Very Low,Très faible,1.389,1,Very Low,Très faible,1.441,1,Very Low,Très faible,0.92,1,Very Low,Très faible,0.73,1,Very Low,Très faible,0.433,1,Very Low,Très faible,0.37,1,Very Low,Très faible,0.495,1,Very Low,Très faible,0.487,1,Very Low,Très faible,-0.802,0,Little or no change,Peu ou pas de changement
729021,0.646,1,Very Low,Très faible,0.773,1,Very Low,Très faible,0.853,1,Very Low,Très faible,0.544,1,Very Low,Très faible,0.379,1,Very Low,Très faible,0.225,1,Very Low,Très faible,0.23,1,Very Low,Très faible,0.251,1,Very Low,Très faible,0.229,1,Very Low,Très faible,-0.417,0,Little or no change,Peu ou pas de changement
729022,0.762,1,Very Low,Très faible,0.881,1,Very Low,Très faible,0.982,1,Very Low,Très faible,0.622,1,Very Low,Très faible,0.474,1,Very Low,Très faible,0.282,1,Very Low,Très faible,0.288,1,Very Low,Très faible,0.313,1,Very Low,Très faible,0.298,1,Very Low,Très faible,-0.464,0,Little or no change,Peu ou pas de changement
729023,0.821,1,Very Low,Très faible,0.878,1,Very Low,Très faible,0.99,1,Very Low,Très faible,0.563,1,Very Low,Très faible,0.393,1,Very Low,Très faible,0.265,1,Very Low,Très faible,0.231,1,Very Low,Très faible,0.362,1,Very Low,Très faible,0.316,1,Very Low,Très faible,-0.505,0,Little or no change,Peu ou pas de changement
729024,0.936,1,Very Low,Très faible,0.91,1,Very Low,Très faible,1.045,1,Very Low,Très faible,0.697,1,Very Low,Très faible,0.444,1,Very Low,Très faible,0.301,1,Very Low,Très faible,0.34,1,Very Low,Très faible,0.38,1,Very Low,Très faible,0.338,1,Very Low,Très faible,-0.598,0,Little or no change,Peu ou pas de changement
730001,0.501,1,Very Low,Très faible,0.64,1,Very Low,Très faible,0.626,1,Very Low,Très faible,0.404,1,Very Low,Très faible,0.214,1,Very Low,Très faible,0.149,1,Very Low,Très faible,0.088,1,Very Low,Très faible,0.101,1,Very Low,Très faible,0.114,1,Very Low,Très faible,-0.387,0,Little or no change,Peu ou pas de changement
730002,2.163,1,Very Low,Très faible,2.65,1,Very Low,Très faible,2.572,1,Very Low,Très faible,1.854,1,Very Low,Très faible,1.029,1,Very Low,Très faible,0.821,1,Very Low,Très faible,0.505,1,Very Low,Très faible,0.493,1,Very Low,Très faible,0.524,1,Very Low,Très faible,-1.639,-1,Decrease,Diminuation
730003,2.089,1,Very Low,Très faible,2.499,1,Very Low,Très faible,2.46,1,Very Low,Très faible,1.777,1,Very Low,Très faible,1.017,1,Very Low,Très faible,0.717,1,Very Low,Très faible,0.48,1,Very Low,Très faible,0.508,1,Very Low,Très faible,0.546,1,Very Low,Très faible,-1.543,-1,Decrease,Diminuation
730004,3.687,1,Very Low,Très faible,3.833,1,Very Low,Très faible,3.667,1,Very Low,Très faible,2.522,1,Very Low,Très faible,1.531,1,Very Low,Très faible,1.132,1,Very Low,Très faible,0.649,1,Very Low,Très faible,0.752,1,Very Low,Très faible,0.781,1,Very Low,Très faible,-2.906,-1,Decrease,Diminuation
730005,3.117,1,Very Low,Très faible,3.441,1,Very Low,Très faible,3.419,1,Very Low,Très faible,2.438,1,Very Low,Très faible,1.439,1,Very Low,Très faible,0.973,1,Very Low,Très faible,0.585,1,Very Low,Très faible,0.798,1,Very Low,Très faible,0.864,1,Very Low,Très faible,-2.253,-1,Decrease,Diminuation
730006,2.015,1,Very Low,Très faible,2.162,1,Very Low,Très faible,2.046,1,Very Low,Très faible,1.429,1,Very Low,Très faible,0.857,1,Very Low,Très faible,0.531,1,Very Low,Très faible,0.366,1,Very Low,Très faible,0.43,1,Very Low,Très faible,0.465,1,Very Low,Très faible,-1.55,-1,Decrease,Diminuation
730007,2.976,1,Very Low,Très faible,3.189,1,Very Low,Très faible,3.118,1,Very Low,Très faible,2.156,1,Very Low,Très faible,1.283,1,Very Low,Très faible,0.829,1,Very Low,Très faible,0.595,1,Very Low,Très faible,0.547,1,Very Low,Très faible,0.597,1,Very Low,Très faible,-2.379,-1,Decrease,Diminuation
730008,1.604,1,Very Low,Très faible,1.815,1,Very Low,Très faible,1.629,1,Very Low,Très faible,1.178,1,Very Low,Très faible,0.713,1,Very Low,Très faible,0.431,1,Very Low,Très faible,0.288,1,Very Low,Très faible,0.29,1,Very Low,Très faible,0.327,1,Very Low,Très faible,-1.277,-1,Decrease,Diminuation
730009,3.56,1,Very Low,Très faible,3.824,1,Very Low,Très faible,3.733,1,Very Low,Très faible,2.808,1,Very Low,Très faible,1.602,1,Very Low,Très faible,0.978,1,Very Low,Très faible,0.644,1,Very Low,Très faible,0.868,1,Very Low,Très faible,0.908,1,Very Low,Très faible,-2.652,-1,Decrease,Diminuation
730010,7.035,2,Low,Faible,8.052,2,Low,Faible,7.106,2,Low,Faible,5.506,1,Very Low,Très faible,3.379,1,Very Low,Très faible,2.066,1,Very Low,Très faible,1.3,1,Very Low,Très faible,1.479,1,Very Low,Très faible,1.644,1,Very Low,Très faible,-5.391,-1,Decrease,Diminuation
730011,0.754,1,Very Low,Très faible,0.913,1,Very Low,Très faible,0.768,1,Very Low,Très faible,0.547,1,Very Low,Très faible,0.288,1,Very Low,Très faible,0.21,1,Very Low,Très faible,0.125,1,Very Low,Très faible,0.118,1,Very Low,Très faible,0.147,1,Very Low,Très faible,-0.607,0,Little or no change,Peu ou pas de changement
731001,0.735,1,Very Low,Très faible,0.825,1,Very Low,Très faible,0.857,1,Very Low,Très faible,0.711,1,Very Low,Très faible,0.384,1,Very Low,Très faible,0.308,1,Very Low,Très faible,0.175,1,Very Low,Très faible,0.16,1,Very Low,Très faible,0.186,1,Very Low,Très faible,-0.549,0,Little or no change,Peu ou pas de changement
731002,1.534,1,Very Low,Très faible,1.695,1,Very Low,Très faible,1.798,1,Very Low,Très faible,1.394,1,Very Low,Très faible,0.77,1,Very Low,Très faible,0.579,1,Very Low,Très faible,0.315,1,Very Low,Très faible,0.352,1,Very Low,Très faible,0.389,1,Very Low,Très faible,-1.145,-1,Decrease,Diminuation
731003,1.104,1,Very Low,Très faible,1.351,1,Very Low,Très faible,1.41,1,Very Low,Très faible,0.965,1,Very Low,Très faible,0.554,1,Very Low,Très faible,0.392,1,Very Low,Très faible,0.205,1,Very Low,Très faible,0.207,1,Very Low,Très faible,0.22,1,Very Low,Très faible,-0.884,0,Little or no change,Peu ou pas de changement
731004,0.896,1,Very Low,Très faible,0.984,1,Very Low,Très faible,1.095,1,Very Low,Très faible,0.822,1,Very Low,Très faible,0.475,1,Very Low,Très faible,0.335,1,Very Low,Très faible,0.166,1,Very Low,Très faible,0.211,1,Very Low,Très faible,0.229,1,Very Low,Très faible,-0.667,0,Little or no change,Peu ou pas de changement
731005,0.89,1,Very Low,Très faible,0.986,1,Very Low,Très faible,1.068,1,Very Low,Très faible,0.823,1,Very Low,Très faible,0.464,1,Very Low,Très faible,0.334,1,Very Low,Très faible,0.166,1,Very Low,Très faible,0.22,1,Very Low,Très faible,0.236,1,Very Low,Très faible,-0.654,0,Little or no change,Peu ou pas de changement
731006,1.774,1,Very Low,Très faible,1.981,1,Very Low,Très faible,1.892,1,Very Low,Très faible,1.629,1,Very Low,Très faible,0.934,1,Very Low,Très faible,0.657,1,Very Low,Très faible,0.355,1,Very Low,Très faible,0.35,1,Very Low,Très faible,0.361,1,Very Low,Très faible,-1.413,-1,Decrease,Diminuation
731007,2.117,1,Very Low,Très faible,2.578,1,Very Low,Très faible,2.526,1,Very Low,Très faible,2.146,1,Very Low,Très faible,1.259,1,Very Low,Très faible,0.97,1,Very Low,Très faible,0.448,1,Very Low,Très faible,0.549,1,Very Low,Très faible,0.53,1,Very Low,Très faible,-1.587,-1,Decrease,Diminuation
731008,0.924,1,Very Low,Très faible,1.072,1,Very Low,Très faible,1.085,1,Very Low,Très faible,0.89,1,Very Low,Très faible,0.488,1,Very Low,Très faible,0.355,1,Very Low,Très faible,0.201,1,Very Low,Très faible,0.177,1,Very Low,Très faible,0.196,1,Very Low,Très faible,-0.728,0,Little or no change,Peu ou pas de changement
731009,0.739,1,Very Low,Très faible,0.868,1,Very Low,Très faible,0.863,1,Very Low,Très faible,0.685,1,Very Low,Très faible,0.379,1,Very Low,Très faible,0.26,1,Very Low,Très faible,0.129,1,Very Low,Très faible,0.143,1,Very Low,Très faible,0.156,1,Very Low,Très faible,-0.583,0,Little or no change,Peu ou pas de changement
731010,1.116,1,Very Low,Très faible,1.251,1,Very Low,Très faible,1.189,1,Very Low,Très faible,1.072,1,Very Low,Très faible,0.577,1,Very Low,Très faible,0.453,1,Very Low,Très faible,0.248,1,Very Low,Très faible,0.222,1,Very Low,Très faible,0.247,1,Very Low,Très faible,-0.869,0,Little or no change,Peu ou pas de changement
731011,0.972,1,Very Low,Très faible,1.097,1,Very Low,Très faible,1.027,1,Very Low,Très faible,0.847,1,Very Low,Très faible,0.487,1,Very Low,Très faible,0.309,1,Very Low,Très faible,0.141,1,Very Low,Très faible,0.161,1,Very Low,Très faible,0.178,1,Very Low,Très faible,-0.794,0,Little or no change,Peu ou pas de changement
731012,3.599,1,Very Low,Très faible,3.773,1,Very Low,Très faible,3.622,1,Very Low,Très faible,2.975,1,Very Low,Très faible,1.584,1,Very Low,Très faible,0.81,1,Very Low,Très faible,0.456,1,Very Low,Très faible,0.588,1,Very Low,Très faible,0.701,1,Very Low,Très faible,-2.898,-1,Decrease,Diminuation
731013,0.906,1,Very Low,Très faible,0.959,1,Very Low,Très faible,0.918,1,Very Low,Très faible,0.708,1,Very Low,Très faible,0.358,1,Very Low,Très faible,0.241,1,Very Low,Très faible,0.112,1,Very Low,Très faible,0.125,1,Very Low,Très faible,0.137,1,Very Low,Très faible,-0.769,0,Little or no change,Peu ou pas de changement
731014,0.722,1,Very Low,Très faible,0.822,1,Very Low,Très faible,0.71,1,Very Low,Très faible,0.617,1,Very Low,Très faible,0.298,1,Very Low,Très faible,0.203,1,Very Low,Très faible,0.118,1,Very Low,Très faible,0.102,1,Very Low,Très faible,0.111,1,Very Low,Très faible,-0.611,0,Little or no change,Peu ou pas de changement
731015,2.99,1,Very Low,Très faible,3.128,1,Very Low,Très faible,3.09,1,Very Low,Très faible,2.236,1,Very Low,Très faible,1.179,1,Very Low,Très faible,0.841,1,Very Low,Très faible,0.425,1,Very Low,Très faible,0.529,1,Very Low,Très faible,0.534,1,Very Low,Très faible,-2.456,-1,Decrease,Diminuation
731016,3.767,1,Very Low,Très faible,4.445,1,Very Low,Très faible,3.883,1,Very Low,Très faible,3.051,1,Very Low,Très faible,1.606,1,Very Low,Très faible,1.025,1,Very Low,Très faible,0.501,1,Very Low,Très faible,0.615,1,Very Low,Très faible,0.67,1,Very Low,Très faible,-3.097,-1,Decrease,Diminuation
732001,0.357,1,Very Low,Très faible,0.402,1,Very Low,Très faible,0.422,1,Very Low,Très faible,0.232,1,Very Low,Très faible,0.218,1,Very Low,Très faible,0.252,1,Very Low,Très faible,0.157,1,Very Low,Très faible,0.165,1,Very Low,Très faible,0.215,1,Very Low,Très faible,-0.142,0,Little or no change,Peu ou pas de changement
733001,1.656,1,Very Low,Très faible,1.678,1,Very Low,Très faible,1.706,1,Very Low,Très faible,0.964,1,Very Low,Très faible,0.884,1,Very Low,Très faible,0.573,1,Very Low,Très faible,0.424,1,Very Low,Très faible,0.477,1,Very Low,Très faible,0.421,1,Very Low,Très faible,-1.235,-1,Decrease,Diminuation
733002,4.208,1,Very Low,Très faible,4.253,1,Very Low,Très faible,4.643,1,Very Low,Très faible,2.852,1,Very Low,Très faible,2.334,1,Very Low,Très faible,1.681,1,Very Low,Très faible,1.287,1,Very Low,Très faible,1.359,1,Very Low,Très faible,1.227,1,Very Low,Très faible,-2.981,-1,Decrease,Diminuation
733003,2.116,1,Very Low,Très faible,2.449,1,Very Low,Très faible,2.69,1,Very Low,Très faible,1.644,1,Very Low,Très faible,1.373,1,Very Low,Très faible,1.135,1,Very Low,Très faible,0.666,1,Very Low,Très faible,0.69,1,Very Low,Très faible,0.587,1,Very Low,Très faible,-1.529,-1,Decrease,Diminuation
733004,4.372,1,Very Low,Très faible,4.94,1,Very Low,Très faible,5.223,1,Very Low,Très faible,3.372,1,Very Low,Très faible,2.633,1,Very Low,Très faible,2.032,1,Very Low,Très faible,1.401,1,Very Low,Très faible,1.452,1,Very Low,Très faible,1.292,1,Very Low,Très faible,-3.08,-1,Decrease,Diminuation
733005,1.341,1,Very Low,Très faible,1.446,1,Very Low,Très faible,1.584,1,Very Low,Très faible,0.909,1,Very Low,Très faible,0.735,1,Very Low,Très faible,0.541,1,Very Low,Très faible,0.374,1,Very Low,Très faible,0.366,1,Very Low,Très faible,0.318,1,Very Low,Très faible,-1.023,-1,Decrease,Diminuation
733006,3.322,1,Very Low,Très faible,3.712,1,Very Low,Très faible,3.97,1,Very Low,Très faible,2.617,1,Very Low,Très faible,2.118,1,Very Low,Très faible,1.616,1,Very Low,Très faible,1.168,1,Very Low,Très faible,1.142,1,Very Low,Très faible,1.056,1,Very Low,Très faible,-2.266,-1,Decrease,Diminuation
733007,2.034,1,Very Low,Très faible,2.362,1,Very Low,Très faible,2.529,1,Very Low,Très faible,1.601,1,Very Low,Très faible,1.379,1,Very Low,Très faible,1.134,1,Very Low,Très faible,0.725,1,Very Low,Très faible,0.796,1,Very Low,Très faible,0.724,1,Very Low,Très faible,-1.31,-1,Decrease,Diminuation
733008,3.248,1,Very Low,Très faible,3.821,1,Very Low,Très faible,3.956,1,Very Low,Très faible,2.568,1,Very Low,Très faible,1.71,1,Very Low,Très faible,1.389,1,Very Low,Très faible,0.885,1,Very Low,Très faible,0.956,1,Very Low,Très faible,0.87,1,Very Low,Très faible,-2.378,-1,Decrease,Diminuation
733009,0.912,1,Very Low,Très faible,1.018,1,Very Low,Très faible,1.154,1,Very Low,Très faible,0.76,1,Very Low,Très faible,0.647,1,Very Low,Très faible,0.459,1,Very Low,Très faible,0.325,1,Very Low,Très faible,0.348,1,Very Low,Très faible,0.308,1,Very Low,Très faible,-0.604,0,Little or no change,Peu ou pas de changement
733010,1.621,1,Very Low,Très faible,1.797,1,Very Low,Très faible,1.935,1,Very Low,Très faible,1.169,1,Very Low,Très faible,0.719,1,Very Low,Très faible,0.558,1,Very Low,Très faible,0.396,1,Very Low,Très faible,0.548,1,Very Low,Très faible,0.489,1,Very Low,Très faible,-1.132,-1,Decrease,Diminuation
733011,1.257,1,Very Low,Très faible,1.355,1,Very Low,Très faible,1.55,1,Very Low,Très faible,1.033,1,Very Low,Très faible,0.822,1,Very Low,Très faible,0.619,1,Very Low,Très faible,0.406,1,Very Low,Très faible,0.482,1,Very Low,Très faible,0.426,1,Very Low,Très faible,-0.831,0,Little or no change,Peu ou pas de changement
733012,1.581,1,Very Low,Très faible,1.766,1,Very Low,Très faible,1.788,1,Very Low,Très faible,1.229,1,Very Low,Très faible,0.959,1,Very Low,Très faible,0.719,1,Very Low,Très faible,0.388,1,Very Low,Très faible,0.46,1,Very Low,Très faible,0.408,1,Very Low,Très faible,-1.173,-1,Decrease,Diminuation
734001,6.113,2,Low,Faible,5.819,1,Very Low,Très faible,5.358,1,Very Low,Très faible,3.16,1,Very Low,Très faible,2.77,1,Very Low,Très faible,1.666,1,Very Low,Très faible,1.288,1,Very Low,Très faible,1.874,1,Very Low,Très faible,1.638,1,Very Low,Très faible,-4.475,-1,Decrease,Diminuation
734002,1.96,1,Very Low,Très faible,2.052,1,Very Low,Très faible,1.88,1,Very Low,Très faible,1.156,1,Very Low,Très faible,0.941,1,Very Low,Très faible,0.563,1,Very Low,Très faible,0.52,1,Very Low,Très faible,0.756,1,Very Low,Très faible,0.701,1,Very Low,Très faible,-1.259,-1,Decrease,Diminuation
734003,5.473,1,Very Low,Très faible,5.731,1,Very Low,Très faible,5.344,1,Very Low,Très faible,3.487,1,Very Low,Très faible,3.017,1,Very Low,Très faible,1.741,1,Very Low,Très faible,1.403,1,Very Low,Très faible,2.298,1,Very Low,Très faible,2.243,1,Very Low,Très faible,-3.23,-1,Decrease,Diminuation
734004,3.875,1,Very Low,Très faible,4.043,1,Very Low,Très faible,4.103,1,Very Low,Très faible,2.464,1,Very Low,Très faible,2.173,1,Very Low,Très faible,1.387,1,Very Low,Très faible,1.224,1,Very Low,Très faible,1.921,1,Very Low,Très faible,1.838,1,Very Low,Très faible,-2.037,-1,Decrease,Diminuation
735001,2.712,1,Very Low,Très faible,2.712,1,Very Low,Très faible,2.606,1,Very Low,Très faible,1.707,1,Very Low,Très faible,1.349,1,Very Low,Très faible,0.813,1,Very Low,Très faible,0.545,1,Very Low,Très faible,0.671,1,Very Low,Très faible,0.57,1,Very Low,Très faible,-2.142,-1,Decrease,Diminuation
735002,3.132,1,Very Low,Très faible,3.305,1,Very Low,Très faible,3.119,1,Very Low,Très faible,1.834,1,Very Low,Très faible,1.267,1,Very Low,Très faible,0.639,1,Very Low,Très faible,0.521,1,Very Low,Très faible,0.787,1,Very Low,Très faible,0.623,1,Very Low,Très faible,-2.509,-1,Decrease,Diminuation
735003,3.115,1,Very Low,Très faible,3.106,1,Very Low,Très faible,3.446,1,Very Low,Très faible,2.067,1,Very Low,Très faible,1.534,1,Very Low,Très faible,0.914,1,Very Low,Très faible,0.881,1,Very Low,Très faible,0.945,1,Very Low,Très faible,0.875,1,Very Low,Très faible,-2.24,-1,Decrease,Diminuation
735004,3.354,1,Very Low,Très faible,3.453,1,Very Low,Très faible,3.538,1,Very Low,Très faible,2.329,1,Very Low,Très faible,1.827,1,Very Low,Très faible,1.035,1,Very Low,Très faible,0.888,1,Very Low,Très faible,1.097,1,Very Low,Très faible,0.983,1,Very Low,Très faible,-2.371,-1,Decrease,Diminuation
735005,1.523,1,Very Low,Très faible,1.659,1,Very Low,Très faible,1.789,1,Very Low,Très faible,1.064,1,Very Low,Très faible,0.765,1,Very Low,Très faible,0.478,1,Very Low,Très faible,0.421,1,Very Low,Très faible,0.431,1,Very Low,Très faible,0.39,1,Very Low,Très faible,-1.133,-1,Decrease,Diminuation
735006,2.922,1,Very Low,Très faible,3.016,1,Very Low,Très faible,3.193,1,Very Low,Très faible,2.03,1,Very Low,Très faible,1.214,1,Very Low,Très faible,0.907,1,Very Low,Très faible,0.792,1,Very Low,Très faible,0.778,1,Very Low,Très faible,0.693,1,Very Low,Très faible,-2.229,-1,Decrease,Diminuation
735007,1.66,1,Very Low,Très faible,1.751,1,Very Low,Très faible,1.869,1,Very Low,Très faible,1.19,1,Very Low,Très faible,0.865,1,Very Low,Très faible,0.51,1,Very Low,Très faible,0.487,1,Very Low,Très faible,0.464,1,Very Low,Très faible,0.434,1,Very Low,Très faible,-1.226,-1,Decrease,Diminuation
735008,2.466,1,Very Low,Très faible,2.612,1,Very Low,Très faible,2.639,1,Very Low,Très faible,1.858,1,Very Low,Très faible,1.369,1,Very Low,Très faible,0.78,1,Very Low,Très faible,0.608,1,Very Low,Très faible,0.686,1,Very Low,Très faible,0.627,1,Very Low,Très faible,-1.839,-1,Decrease,Diminuation
